name,wins,losses,draws,weight_Normalized,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,division,age,reach_Normalized,height_Normalized,Physicality_Score,time_off,KO_Percentage,Striking_Score,Submission_Percentage,Grappling_Score,TotalFights,WinLossRatio,Experience_Score
Bo Nickal,5,0,0,0.12027582548733588,2.76,0.62,0.55,0.75,11.04,0.5,0.0,13.8,Light Heavyweight,29.0,0.6923076923076921,0.4482758620689653,1.260859379863993,88.0,25.0,7.094,0.5,25.04,5,1.0,1.2
Ian Entwistle,9,3,0,0.045086858506829315,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,Featherweight,38.0,0.4423076923076923,0.17241379310344812,0.6598083439179697,3230.0,66.66666666666666,15.650666666666666,0.3333333333333333,12.183333333333334,12,0.75,2.5500000000000003
Megumi Fujii,26,3,0,0.012034212969102226,2.4,0.42,0.0,1.0,0.0,0.0,0.0,12.0,Strawweight,33.46363636363636,0.21923076923076928,0.10344827586206903,0.3347132580619405,,0.0,0.834,0.0,12.0,29,0.896551724137931,5.979310344827587
Gaston Reyno,6,2,0,0.06013791274366793,7.79,0.62,3.9,0.44,0.0,0.0,0.0,11.7,Featherweight,35.8830242510699,0.4423076923076923,0.41379310344827575,0.916238708499636,,0.0,1.5524999999999998,0.0,11.7,8,0.75,1.75
Kenny Ento,14,15,0,0.13081819387349158,8.41,0.79,0.0,1.0,5.49,1.0,0.0,11.0,Light Heavyweight,41.277864992150704,0.6674641148325355,0.48275862068965525,1.2810409293956824,,0.0,2.4105,0.0,16.64,29,0.4827586206896552,5.8965517241379315
AJ McKee,8,0,0,0.06013791274366793,2.75,0.32,0.92,0.8,11.01,1.0,1.0,11.0,Featherweight,35.8830242510699,0.4423076923076923,0.34482758620689663,0.8472731912582568,,0.0,0.7335,0.0,22.259999999999998,8,1.0,1.8
Westin Wilson,16,8,0,0.06013791274366793,1.38,0.5,7.59,0.26,0.0,0.0,0.0,10.3,Featherweight,36.0,0.5769230769230766,0.4482758620689653,1.0853368517357098,242.0,66.66666666666666,16.012166666666662,0.3333333333333333,10.383333333333335,24,0.6666666666666666,4.9333333333333345
Philip Perez,7,5,1,0.07518896698050656,1.36,1.0,0.68,0.66,10.23,1.0,0.0,10.2,Welterweight,38.13361169102296,0.5218723584108196,0.17241379310344812,0.7694751184947742,,0.0,0.537,0.0,20.58,13,0.5384615384615384,2.707692307692308
Brandon Shuey,7,6,0,0.07518896698050656,0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2,Welterweight,49.0,0.5218723584108196,0.24137931034482762,0.8384406357361538,,0.0,0.032,0.0,10.2,13,0.5384615384615384,2.707692307692308
Dave Phillips,13,7,0,0.12027582548733588,0.0,0.0,2.0,0.25,0.0,0.0,0.0,10.0,Light Heavyweight,45.0,0.6674641148325355,0.41379310344827575,1.2015330437681473,,0.0,-0.2625,0.0,10.0,20,0.65,4.13
Johnny Sampaio,3,1,0,0.09773239623392123,1.32,0.4,2.64,0.5,9.89,0.5,0.0,9.9,Middleweight,49.0,0.5968489341983318,0.2758620689655172,0.9704433993977702,,0.0,0.08900000000000002,0.0,19.865000000000002,4,0.75,0.9500000000000001
Dione Barbosa,6,2,0,0.030068956371833978,0.87,0.5,0.65,0.66,3.27,1.0,0.0,9.8,Flyweight,32.0,0.3076923076923075,0.20689655172413768,0.5446578157882791,207.0,0.0,0.31899999999999995,0.0,13.22,8,0.75,1.75
Zach Reese,6,1,0,0.12027582548733588,3.93,0.66,6.56,0.28,0.0,0.0,0.0,9.8,Light Heavyweight,30.0,0.7307692307692308,0.5517241379310344,1.402769194187601,,0.0,0.1725000000000002,0.0,9.8,7,0.8571428571428571,1.5714285714285716
Rodrigo Gripp de Sousa,7,9,0,0.15037793396101312,0.48,0.23,4.81,0.52,0.0,0.0,0.0,9.6,Light Heavyweight,41.277864992150704,0.6674641148325355,0.3793103448275862,1.1971523936211348,,0.0,-0.4774999999999999,0.0,9.6,16,0.4375,3.2875
Justin Burlinson,6,1,0,0.09773239623392123,1.24,0.4,3.09,0.61,0.0,0.0,1.0,9.3,Middleweight,27.0,0.6153846153846154,0.4482758620689653,1.161392873687502,,0.0,0.01800000000000007,0.0,9.4,7,0.8571428571428571,1.5714285714285716
Poppies Martinez,29,11,0,0.06013791274366793,2.88,0.5,2.16,0.51,1.54,0.33,0.5,9.2,Featherweight,35.8830242510699,0.4423076923076923,0.3103448275862067,0.8127904326375669,,0.0,0.5725,0.0,10.8395,40,0.725,8.145
Josh Rafferty,9,8,0,0.09773239623392123,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0,Middleweight,44.0,0.5968489341983318,0.41379310344827575,1.1083744338805288,,0.0,-0.24900000000000005,0.0,9.0,17,0.5294117647058824,3.505882352941177
Daniel Puder,8,0,0,0.19546479246784249,2.77,0.68,1.17,0.38,1.21,0.5,0.81,9.0,Heavyweight,43.0,0.7320261437908496,0.5172413793103448,1.4447323155690368,,0.0,0.71,0.0,10.366,8,1.0,1.8
Yukio Sakaguchi,6,7,0,0.12027582548733588,0.3,0.25,2.4,0.5,4.5,1.0,0.0,9.0,Light Heavyweight,51.0,0.6674641148325355,0.3103448275862067,1.0980847679060781,,0.0,-0.15999999999999998,0.0,13.65,13,0.46153846153846156,2.6923076923076925
Magomed Sultanakhmedov,18,6,0,0.12027582548733588,0.0,0.0,2.4,0.42,9.0,1.0,0.0,9.0,Light Heavyweight,41.277864992150704,0.6674641148325355,0.48275862068965525,1.2704985610095267,,0.0,-0.297,0.0,18.15,24,0.75,4.950000000000001
