RedFighter,BlueFighter,Winner,Date,Red_Striking_Score,Red_Grappling_Score,Red_Experience_Score,Red_Physicality_Score,Red_Age,Blue_Striking_Score,Blue_Grappling_Score,Blue_Experience_Score,Blue_Physicality_Score,Blue_Age,Experience_Difference,Striking_Difference,Grappling_Difference,Physicality_Difference,age_Difference
Cody McKenzie,Marcus LeVesseur,1,2012-05-15,3.7999285714285715,5.194357142857143,5.323076923076924,1.0274436088903207,37.0,8.599333333333332,4.710333333333333,5.951724137931035,0.8470722561051749,42.0,0.6286472148541113,4.799404761904761,0.4840238095238103,0.18037135278514582,5.0
Brad Tavares,Dongi Yang,1,2012-05-15,7.5605,0.931,5.93793103448276,1.1839363029409165,37.0,10.6025,2.3225,3.3625000000000003,1.0420264886173092,40.0,2.5754310344827593,3.041999999999999,1.3914999999999997,0.14190981432360728,3.0
TJ Grant,Carlo Prater,1,2012-05-15,6.948,2.36175,5.361538461538462,0.9584780916489415,40.0,0.04349999999999987,2.2005,10.124,0.9929608502696311,43.0,4.7624615384615385,6.9045000000000005,0.1612499999999999,0.03448275862068961,3.0
Rafael Dos Anjos,Kamal Shalorus,1,2012-05-15,5.273,2.7575625,9.536170212765958,0.8351329267379001,40.0,8.818833333333332,2.3916666666666666,3.3125,0.7356664205614083,52.0,6.223670212765958,3.5458333333333325,0.36589583333333353,0.09946650617649178,12.0
Jeff Curran,Johnny Eduardo,0,2012-05-15,0.16500000000000004,1.603,11.13090909090909,0.67506033330789,47.0,9.802,0.80175,8.33658536585366,0.786466168851657,46.0,2.794323725055431,9.637,0.80125,0.11140583554376704,1.0
Alex Soto,Francisco Rivera,0,2012-05-15,12.623,2.8649999999999998,2.5333333333333337,0.7632566197800388,40.0,8.2275,1.8475,3.7222222222222223,0.7824873890108082,43.0,1.1888888888888887,4.3955,1.0174999999999998,0.019230769230769384,3.0
Jason MacDonald,Tom Lawlor,0,2012-05-15,12.6555,3.5515,8.321951219512195,1.4836710509515263,49.0,6.687499999999999,4.05875,3.325,1.1795556527939044,41.0,4.996951219512195,5.968000000000001,0.50725,0.3041153981576219,8.0
Junior Dos Santos,Frank Mir,1,2012-05-26,16.590473684210526,0.556,6.14,1.4824668470187907,41.0,12.62,4.134,5.924137931034483,1.5640266454962206,45.0,0.2158620689655164,3.9704736842105266,3.5780000000000003,0.08155979847742989,4.0
Cain Velasquez,Antonio Silva,1,2012-05-26,20.88694444444445,5.710277777777778,3.5647058823529414,1.3820354124244578,42.0,25.424,1.7295,6.518750000000001,1.7138940195015258,45.0,2.9540441176470593,4.5370555555555505,3.980777777777778,0.33185860707706794,3.0
Roy Nelson,Dave Herman,1,2012-05-26,8.300833333333332,1.3455,7.322222222222223,1.2282841421801312,48.0,20.87,1.698,5.757142857142858,1.4885005295542633,40.0,1.5650793650793648,12.56916666666667,0.35250000000000004,0.2602163873741321,8.0
Stipe Miocic,Shane del Rosario,1,2012-05-26,16.608473684210526,1.979,4.966666666666668,1.600868303671142,42.0,25.738,3.676,2.769230769230769,1.5017916555449844,41.0,2.1974358974358985,9.129526315789473,1.697,0.09907664812615757,1.0
Stefan Struve,Lavar Johnson,1,2012-05-26,14.087000000000002,2.4339999999999997,9.343478260869567,2.033688251352377,36.0,13.658999999999999,1.4255,5.7285714285714295,1.677791380594219,47.0,3.6149068322981375,0.4280000000000026,1.0084999999999997,0.3558968707581578,11.0
Edson Barboza,Jamie Varner,0,2012-05-26,9.736166666666666,0.7466666666666666,7.137142857142857,1.093294411417408,39.0,7.645357142857142,4.506928571428571,6.7272727272727275,0.8510510359460237,40.0,0.4098701298701295,2.090809523809524,3.760261904761905,0.2422433754713842,1.0
Jason Miller,CB Dollaway,0,2012-05-26,12.772,2.6950000000000003,6.73939393939394,1.2360158023888368,44.0,11.164785714285713,4.910857142857143,5.330769230769231,1.295342138484683,41.0,1.4086247086247088,1.6072142857142868,2.2158571428571427,0.059326336095846255,3.0
Dan Hardy,Duane Ludwig,1,2012-05-26,8.578833333333332,1.2591666666666668,7.142857142857143,1.1269101150668124,42.0,5.0376666666666665,0.6681666666666666,7.12,0.9040984439792795,46.0,0.02285714285714313,3.5411666666666655,0.5910000000000002,0.22281167108753286,4.0
Jacob Volkmann,Paul Sass,0,2012-05-26,0.1765,5.40775,5.346153846153847,0.8855337945667132,44.0,-0.023999999999999966,8.187,3.375,1.065905147351859,36.0,1.9711538461538467,0.20049999999999996,2.7792499999999993,0.18037135278514582,8.0
Kyle Kingsbury,Glover Teixeira,0,2012-05-26,3.8989285714285713,2.789214285714286,3.5294117647058827,1.509794379584355,42.0,8.051195652173913,3.195586956521739,8.557142857142857,1.3254442469583605,45.0,5.027731092436975,4.152267080745341,0.4063726708074533,0.18435013262599442,3.0
Mike Brown,Daniel Pineda,1,2012-05-26,5.5555,3.956,7.148571428571429,0.7285729260062672,49.0,4.308653846153846,3.572423076923077,8.730232558139534,0.7245941461654184,39.0,1.5816611295681051,1.2468461538461542,0.38357692307692304,0.003978779840848823,10.0
Diego Brandao,Darren Elkins,0,2012-05-26,7.915000000000001,4.067,6.733333333333334,0.5322864538577263,37.0,5.695913793103449,4.084362068965517,7.943589743589745,0.9049654989505646,40.0,1.2102564102564104,2.2190862068965522,0.017362068965517174,0.3726790450928382,3.0
Jonathan Brookins,Charles Oliveira,0,2012-06-01,5.29,2.4455,5.323076923076924,1.089315631576559,39.0,5.134454545454545,5.286515151515151,8.758139534883721,1.0354011685720186,35.0,3.4350626118067975,0.15554545454545465,2.841015151515151,0.0539144630045405,4.0
Jake Ellenberger,Martin Kampmann,0,2012-06-01,14.834684210526317,2.622815789473684,9.334782608695653,0.9080772238201279,39.0,9.865,4.03075,5.548148148148148,1.0499870381437353,42.0,3.7866344605475044,4.969684210526317,1.4079342105263164,0.14190981432360739,3.0
Michael Chiesa,Al Iaquinta,1,2012-06-01,0.37350000000000005,4.6274999999999995,5.144,1.1998544121490404,37.0,8.840333333333334,0.9643333333333334,4.527272727272727,0.8815550147258648,37.0,0.6167272727272728,8.466833333333334,3.6631666666666662,0.3182993974231756,0.0
Max Holloway,Pat Schilling,1,2012-06-01,9.595833333333331,0.7585000000000001,6.55625,0.8625251806481771,33.0,-0.6385,0.125,1.542857142857143,0.7783076740168774,36.0,5.013392857142858,10.234333333333332,0.6335000000000001,0.08421750663129968,3.0
Justin Lawrence,John Cofer,1,2012-06-01,17.372666666666667,0.9183333333333333,2.942857142857143,0.6821538278630314,34.0,12.843,1.484,2.5333333333333337,0.9074061529775328,40.0,0.4095238095238094,4.529666666666667,0.5656666666666667,0.22525232511450144,6.0
Daron Cruickshank,Chris Tickle,1,2012-06-01,6.6845,2.444833333333334,5.7285714285714295,0.889512574407562,39.0,0.24250000000000005,3.0575,3.7,0.9074061529775328,38.13361169102296,2.0285714285714294,6.442,0.6126666666666662,0.01789357856997076,0.8663883089770366
Myles Jury,Chris Saunders,1,2012-06-01,8.927333333333332,2.6341666666666663,4.361904761904762,0.9818885758736412,36.0,0.08249999999999996,4.1,4.9333333333333345,0.8729233943568433,38.13361169102296,0.5714285714285721,8.844833333333332,1.4658333333333333,0.1089651815167979,2.1336116910229634
Cristiano Marcello,Sam Sicilia,0,2012-06-01,6.5015,1.3765,3.936842105263158,0.9239953330282515,47.0,10.653666666666668,2.547,4.730434782608696,0.6821538278630314,39.0,0.7935926773455377,4.152166666666668,1.1705,0.24184150516522018,8.0
Joe Proctor,Jeremy Larsen,1,2012-06-01,12.9185,1.9325,3.3375000000000004,0.9584780916489415,39.0,25.5365,2.5395000000000003,2.723076923076923,0.8665039604890262,40.0,0.6144230769230772,12.618,0.6070000000000002,0.09197413115991526,1.0
John Albert,Erik Perez,0,2012-06-01,5.49,6.35,2.309090909090909,0.7055643120877311,38.0,6.211055555555555,3.5670555555555556,4.747826086956522,0.7055643120877311,35.0,2.438735177865613,0.7210555555555551,2.782944444444444,0.0,3.0
Demetrious Johnson,Ian McCall,1,2012-06-08,3.7581764705882352,4.072529411764706,6.374193548387097,0.4412095399262105,38.0,0.5885,2.213,3.936842105263158,0.43325198024451295,40.0,2.4373514431239385,3.169676470588235,1.859529411764706,0.007957559681697535,2.0
Erick Silva,Charlie Brenneman,1,2012-06-08,10.167499999999999,2.4418333333333333,5.735714285714287,1.1269101150668124,40.0,9.419409090909092,4.433181818181819,5.540740740740741,0.8815550147258648,44.0,0.19497354497354547,0.7480909090909069,1.9913484848484853,0.24535510034094754,4.0
Mike Pyle,Josh Neer,1,2012-06-08,17.6265,3.4381250000000003,8.528571428571428,1.1269101150668124,49.0,5.457,2.587,10.735849056603776,1.0155042795230458,41.0,2.2072776280323474,12.1695,0.8511250000000001,0.1114058355437666,8.0
Eddie Wineland,Scott Jorgensen,1,2012-06-08,12.946,0.5755,8.317073170731708,0.7095430919285799,40.0,4.675166666666666,3.519833333333333,5.511111111111111,0.5251929593025849,42.0,2.8059620596205974,8.270833333333334,2.9443333333333332,0.18435013262599498,2.0
Mike Pierce,Carlos Eduardo Rocha,1,2012-06-08,6.728,3.455666666666667,4.941666666666667,0.8735944651994384,44.0,0.183,1.5353333333333332,2.7384615384615385,1.0194830593638944,43.0,2.203205128205129,6.545,1.920333333333334,0.145888594164456,1.0
Seth Baczynski,Lance Benoist,1,2012-06-08,9.528409090909092,1.8074545454545454,6.91764705882353,1.2688199293904199,43.0,0.7010000000000001,1.6105,1.9555555555555557,1.0155042795230458,36.0,4.962091503267974,8.827409090909091,0.19695454545454538,0.2533156498673741,7.0
Leonard Garcia,Matt Grice,0,2012-06-08,0.09999999999999998,0.9226666666666666,6.5125,0.7895808835659491,45.0,9.142333333333333,2.8274999999999997,4.15,0.7975384432476468,43.0,2.3625,9.042333333333334,1.904833333333333,0.007957559681697646,2.0
Dustin Pague,Jared Papazian,1,2012-06-08,8.469333333333331,3.792666666666667,4.704347826086957,0.9708163014776514,37.0,0.40500000000000014,0.13333333333333333,6.721212121212122,0.6671027736261927,37.0,2.0168642951251643,8.064333333333332,3.6593333333333335,0.30371352785145866,0.0
Tim Means,Justin Salas,1,2012-06-08,7.8120517241379295,1.556965517241379,9.934693877551021,1.2343371707697304,40.0,14.884714285714283,2.4957142857142856,3.9263157894736844,0.8125894974844854,42.0,6.008378088077337,7.072662561576354,0.9387487684729066,0.421747673285245,2.0
Buddy Roberts,Caio Magalhaes,1,2012-06-08,12.903500000000001,0.776,3.16,1.2704985610095267,42.0,7.457357142857142,2.8019285714285718,2.753846153846154,1.1454747644793777,37.0,0.4061538461538463,5.446142857142859,2.0259285714285715,0.12502379653014906,5.0
Henry Martinez,Bernardo Magalhaes,1,2012-06-08,8.569333333333333,0.08000000000000002,2.7384615384615385,0.7396452004022571,41.0,0.10050000000000003,0.5,3.5529411764705885,0.9074061529775328,43.0,0.81447963800905,8.468833333333333,0.42,0.16776095257527568,2.0
Jake Hecht,Sean Pierson,0,2012-06-08,8.912333333333333,2.2188333333333334,3.1466666666666665,1.0884485766052736,41.0,4.7411666666666665,0.883,4.14,1.203833191989889,48.0,0.9933333333333332,4.171166666666666,1.3358333333333334,0.11538461538461542,7.0
Gray Maynard,Clay Guida,1,2012-06-22,11.610636363636363,3.7615,4.323809523809524,0.8470722561051749,45.0,3.143777777777778,3.9343333333333335,11.928813559322034,0.7781067388637959,43.0,7.6050040355125095,8.466858585858585,0.17283333333333362,0.068965517241379,2.0
Sam Stout,Spencer Fisher,1,2012-06-22,8.905333333333331,0.8848333333333334,6.721212121212122,0.8470722561051749,40.0,5.52,1.5750000000000002,6.745454545454546,0.7011836619407188,48.0,0.0242424242424244,3.3853333333333318,0.6901666666666668,0.1458885941644561,8.0
Brian Ebersole,TJ Waldburger,1,2012-06-22,3.566,1.8955,14.145714285714286,1.0884485766052736,44.0,9.6835,8.03275,5.128,1.1308888949076612,36.0,9.017714285714286,6.117500000000001,6.13725,0.04244031830238759,8.0
Hatsu Hioki,Ricardo Lamas,0,2012-06-22,3.5935,3.31925,8.341463414634147,1.0163713344943308,41.0,10.825617647058822,2.8796176470588235,5.742857142857144,0.8359999817091851,42.0,2.598606271777003,7.232117647058821,0.4396323529411763,0.1803713527851457,1.0
Ramsey Nijem,CJ Keith,1,2012-06-22,13.2005,6.593,3.12,1.1083454656542466,36.0,12.617,0.187,2.5333333333333337,1.0108544288396017,38.0,0.5866666666666664,0.583499999999999,6.406,0.09749103681464488,2.0
Ross Pearson,Cub Swanson,0,2012-06-22,9.175152173913043,0.8783695652173913,7.311111111111111,0.7741279590229466,40.0,7.0375000000000005,1.6810833333333333,8.538095238095238,0.7975384432476468,41.0,1.226984126984127,2.1376521739130423,0.802713768115942,0.023410484224700157,1.0
Steven Siler,Joey Gambino,1,2012-06-22,6.077055555555555,2.184277777777778,9.12888888888889,0.9009867191097158,37.0,0.38450000000000006,0.9670000000000001,2.3636363636363638,0.7438249153961878,36.0,6.765252525252526,5.692555555555555,1.217277777777778,0.15716180371352806,1.0
Ken Stone,Dustin Pague,1,2012-06-22,13.1975,2.012,3.1466666666666665,0.8209489274723465,42.0,8.469333333333331,3.792666666666667,4.704347826086957,0.9708163014776514,37.0,1.5576811594202908,4.728166666666668,1.7806666666666668,0.14986737400530492,5.0
Nick Catone,Chris Camozzi,0,2012-06-22,0.362,4.4215,2.942857142857143,1.0725304673971499,43.0,1.9362894736842104,0.9212894736842104,7.5297297297297305,1.2568806000231447,38.0,4.5868725868725875,1.5742894736842103,3.5002105263157897,0.18435013262599487,5.0
Matt Brown,Luis Ramos,1,2012-06-22,13.6945,3.172,9.115555555555556,1.1653716535283507,44.0,24.893,1.6300000000000001,6.525,0.9704433993977702,44.0,2.5905555555555555,11.198500000000001,1.542,0.19492825413058046,0.0
Dan Miller,Ricardo Funch,1,2012-06-22,3.319,3.6605,4.527272727272727,1.1839363029409165,43.0,8.64033333333333,1.4936666666666667,3.12,1.0579445978254332,44.0,1.4072727272727272,5.321333333333331,2.166833333333333,0.1259917051154833,1.0
Rick Story,Brock Jardine,1,2012-06-22,5.487,3.59625,5.735714285714287,0.9080772238201279,40.0,-0.09199999999999997,0.9390000000000001,3.7333333333333334,1.0738916752598393,39.0,2.0023809523809533,5.579,2.65725,0.1658144514397114,1.0
Wanderlei Silva,Rich Franklin,0,2012-06-23,19.289,1.7115,9.942857142857143,1.1450728941732147,48.0,13.3955,2.1719999999999997,7.361111111111112,1.260859379863993,50.0,2.5817460317460315,5.893500000000001,0.4604999999999997,0.11578648569077843,2.0
Cezar Ferreira,Sergio Moraes,1,2012-06-23,5.2725,3.4034999999999997,4.323809523809524,1.3377824567870702,39.0,7.910307692307693,1.7896923076923075,4.333333333333334,1.0499870381437353,42.0,0.00952380952380949,2.6378076923076934,1.6138076923076923,0.2877954186433349,3.0
Godofredo Pepey,Rony Jason,0,2012-06-23,9.33290909090909,1.983681818181818,3.936842105263158,0.8784403000115721,37.0,9.5815,1.50225,4.333333333333334,0.8784403000115721,40.0,0.3964912280701758,0.2485909090909093,0.481431818181818,0.0,3.0
Fabricio Werdum,Mike Russow,1,2012-06-23,7.830857142857142,3.0810714285714282,6.941176470588236,1.4719576307344782,47.0,10.135,5.4245,3.7666666666666666,1.2507658399335617,48.0,3.17450980392157,2.3041428571428577,2.343428571428572,0.22119179080091644,1.0
Anistavio Medeiros,Rodrigo Damm,0,2012-06-23,0.3185,0.25,5.931034482758621,0.7093421567754978,36.0,3.762428571428571,0.8797142857142858,4.5181818181818185,0.8165682773253342,45.0,1.4128526645768025,3.443928571428571,0.6297142857142858,0.10722612054983638,9.0
Delson Heleno,Francisco Trinaldo,0,2012-06-23,24.6265,0.0,7.94871794871795,1.1670502851474576,47.0,4.408153846153846,1.6414615384615385,7.551351351351352,0.8696156853585896,46.0,0.39736659736659785,20.218346153846156,1.6414615384615385,0.297434599788868,1.0
John Teixeira,Hugo Viana,0,2012-06-23,0.5245,1.8114999999999999,5.168,0.7438249153961878,38.0,12.943999999999999,0.279,2.5333333333333337,0.5981372563848133,42.0,2.6346666666666665,12.4195,1.5324999999999998,0.14568765901137448,4.0
Thiago Perpetuo,Leonardo Mafra,1,2012-06-23,9.368833333333331,3.0443333333333333,2.928571428571429,1.0394089166391498,37.0,13.141,2.776,3.5529411764705885,0.8815550147258648,35.0,0.6243697478991597,3.772166666666669,0.26833333333333353,0.15785390191328497,2.0
Marcos Vinicius,Wagner Campos,1,2012-06-23,25.2145,0.525,7.131428571428572,0.6882326317768883,45.0,25.164,2.86,4.50909090909091,0.7093421567754978,43.0,2.622337662337662,0.050499999999999545,2.335,0.02110952499860952,2.0
Iuri Alcantara,Hacran Dias,0,2012-06-23,6.30735294117647,2.437117647058823,9.155555555555555,0.855431686093036,44.0,0.188,3.1345,6.153333333333333,0.7741279590229466,40.0,3.0022222222222217,6.11935294117647,0.6973823529411769,0.08130372707008937,4.0
Dong Hyun Kim,Demian Maia,0,2012-07-07,9.360071428571429,3.6833571428571434,5.562962962962963,1.2727987092312687,43.0,1.2815384615384617,3.6446923076923077,7.943589743589745,1.084469796764425,47.0,2.3806267806267813,8.078532967032967,0.038664835164835765,0.1883289124668437,4.0
Anderson Silva,Chael Sonnen,1,2012-07-07,11.381285714285715,1.5023571428571427,9.151111111111112,1.3338036769462218,49.0,11.498285714285714,4.471642857142856,9.12888888888889,1.1755768729530551,47.0,0.022222222222222143,0.1169999999999991,2.9692857142857134,0.1582268039931667,2.0
Cung Le,Patrick Cote,1,2012-07-07,19.588,1.8645000000000003,2.5500000000000003,0.8921591146120043,52.0,6.639,0.9738333333333334,6.93529411764706,1.1308888949076612,44.0,4.38529411764706,12.949000000000002,0.8906666666666668,0.23872978029565695,8.0
Chad Mendes,Cody McKenzie,1,2012-07-07,18.398142857142858,4.612499999999999,4.756521739130435,0.574726772160113,39.0,3.7999285714285715,5.194357142857143,5.323076923076924,1.0274436088903207,37.0,0.5665551839464884,14.598214285714286,0.5818571428571442,0.4527168367302077,2.0
Forrest Griffin,Tito Ortiz,1,2012-07-07,9.170333333333332,1.879,5.346153846153847,1.3983885440405888,45.0,10.397499999999999,3.2265,6.518750000000001,1.2830039286559733,50.0,1.172596153846154,1.2271666666666672,1.3475000000000001,0.11538461538461542,5.0
Melvin Guillard,Fabricio Camoes,1,2012-07-07,12.005136363636364,1.7009545454545454,10.523076923076923,0.8855337945667132,41.0,0.20249999999999996,4.108,4.916666666666667,0.9200165531874032,46.0,5.606410256410256,11.802636363636363,2.4070454545454543,0.034482758620689946,5.0
Gleison Tibau,Khabib Nurmagomedov,0,2012-07-07,4.434166666666666,5.107055555555555,9.540425531914893,0.9200165531874032,41.0,4.802153846153846,6.3529230769230765,6.000000000000001,0.8815550147258648,36.0,3.5404255319148925,0.36798717948718007,1.2458675213675212,0.038461538461538325,5.0
John Alessio,Shane Roller,0,2012-07-07,0.24749999999999994,3.177,10.534615384615385,0.9584780916489415,45.0,8.60383333333333,4.534833333333332,3.7222222222222223,0.9584780916489415,45.0,6.812393162393163,8.35633333333333,1.3578333333333323,0.0,0.0
Rafaello Oliveira,Yoislandy Izquierdo,1,2012-07-07,12.695,4.196666666666667,5.136,0.8510510359460237,43.0,0.6655000000000001,0.175,2.942857142857143,0.9763716702189124,41.0,2.193142857142857,12.0295,4.021666666666667,0.12532063427288864,2.0
Ivan Menjivar,Mike Easton,0,2012-07-07,3.5774999999999997,1.7337500000000001,7.535135135135135,0.49780369523703644,42.0,3.9724285714285714,0.849,3.936842105263158,0.7135218717694287,41.0,3.5982930298719773,0.39492857142857174,0.8847500000000001,0.21571817653239228,1.0
Mark Munoz,Chris Weidman,0,2012-07-11,8.961833333333331,3.9121666666666663,4.14,1.0340689289356115,47.0,11.6655,4.567,4.536363636363637,1.3722652154077601,40.0,0.39636363636363736,2.7036666666666687,0.6548333333333338,0.3381962864721486,7.0
Aaron Simpson,Kenny Robertson,1,2012-07-11,6.9585,4.414,3.5411764705882356,1.0884485766052736,50.0,6.204555555555555,2.3215555555555554,4.15,1.0579445978254332,40.0,0.6088235294117648,0.7539444444444445,2.0924444444444443,0.030503978779840457,10.0
Karlos Vemola,Francis Carmont,0,2012-07-11,4.408166666666666,3.8235,4.554545454545455,1.1879150827817653,39.0,3.2592777777777777,2.5725555555555553,7.535135135135135,1.436850082502127,43.0,2.9805896805896808,1.1488888888888886,1.2509444444444449,0.24893499972036182,4.0
TJ Dillashaw,Vaughan Lee,1,2012-07-11,14.815888888888889,2.495888888888889,4.756521739130435,0.5981372563848133,39.0,3.881,2.0252499999999998,5.7,0.5446578157882791,42.0,0.9434782608695649,10.934888888888889,0.4706388888888893,0.0534794405965342,3.0
James Te Huna,Joey Beltran,1,2012-07-11,11.867611111111112,3.1468333333333334,5.128,1.2568806000231447,43.0,6.8425,0.5820000000000001,6.309677419354839,1.2223978414024548,43.0,1.1816774193548385,5.025111111111111,2.5648333333333335,0.034482758620689946,0.0
Damacio Page,Alex Caceres,0,2012-07-11,0.29450000000000004,3.899,5.931034482758621,0.5596757179232745,42.0,2.519137931034483,1.5035862068965518,7.12,0.9818885758736412,36.0,1.188965517241379,2.224637931034483,2.3954137931034483,0.42221285795036667,6.0
Chris Cariaso,Josh Ferguson,1,2012-07-11,2.6035769230769232,2.0639615384615384,5.136,0.36428646300313383,43.0,0.03950000000000009,0.7855,3.1333333333333333,0.5503015972941298,36.0,2.002666666666667,2.5640769230769234,1.2784615384615385,0.18601513429099592,7.0
Rafael Natal,Andrew Craig,0,2012-07-11,8.395,3.193625,6.335483870967742,1.2648381597048424,42.0,7.443857142857142,0.6932142857142857,2.7384615384615385,1.2383159506105788,39.0,3.597022332506204,0.951142857142858,2.500410714285714,0.026522209094263616,3.0
Marcelo Guimaraes,Dan Stittgen,1,2012-07-11,13.201,2.0095,2.5500000000000003,1.1109920058586882,41.0,12.727,1.03,3.5411764705882356,1.1428571925012183,44.0,0.9911764705882353,0.4740000000000002,0.9795,0.03186518664253013,3.0
Raphael Assuncao,Issei Tamura,1,2012-07-11,7.191947368421053,2.025973684210526,7.747368421052632,0.5251929593025849,42.0,24.9575,0.9905,3.7111111111111112,0.40980834391796994,40.0,4.03625730994152,17.76555263157895,1.035473684210526,0.11538461538461497,2.0
Rafael Dos Anjos,Anthony Njokuani,1,2012-07-11,5.273,2.7575625,9.536170212765958,0.8351329267379001,40.0,3.938,0.8205,5.714285714285714,1.1773109828956256,44.0,3.8218844984802436,1.3349999999999995,1.9370625000000001,0.34217805615772556,4.0
Urijah Faber,Renan Barao,0,2012-07-21,3.2277777777777774,2.5263333333333335,9.35217391304348,0.5981372563848133,45.0,7.870441176470588,2.1866176470588234,8.758139534883721,0.7285729260062672,38.0,0.5940343781597583,4.642663398692811,0.3397156862745101,0.13043566962145392,7.0
Hector Lombard,Tim Boetsch,0,2012-07-21,11.787636363636365,2.339,9.151111111111112,0.9306206530735426,47.0,9.232999999999999,2.4225,6.923529411764706,1.149453544320227,44.0,2.2275816993464055,2.554636363636366,0.08349999999999991,0.21883289124668437,3.0
Cheick Kongo,Shawn Jordan,1,2012-07-21,17.500166666666665,2.636,7.93846153846154,1.677791380594219,49.0,17.893,2.2030000000000003,5.540740740740741,1.3006985332525254,40.0,2.3977207977207984,0.3928333333333356,0.43299999999999983,0.3770928473416937,9.0
Brian Ebersole,James Head,0,2012-07-21,3.566,1.8955,14.145714285714286,1.0884485766052736,44.0,5.3905,1.5759999999999998,2.7384615384615385,1.1229313352259633,41.0,11.407252747252748,1.8245000000000005,0.3195000000000001,0.034482758620689724,3.0
Anthony Perosh,Ryan Jimmo,0,2012-07-21,14.05638888888889,3.279333333333333,5.12,1.3214654671175117,52.0,7.7083571428571425,0.579,4.958333333333334,1.1755768729530551,43.0,0.16166666666666618,6.348031746031747,2.700333333333333,0.14588859416445654,9.0
Bryan Caraway,Mitch Gagnon,1,2012-07-21,2.7399999999999998,3.5875,6.14,0.7055643120877311,40.0,0.542,3.3187499999999996,3.5411764705882356,0.4867314208410466,40.0,2.598823529411764,2.1979999999999995,0.26875000000000027,0.21883289124668448,0.0
Antonio Carvalho,Daniel Pineda,1,2012-07-21,12.868500000000001,0.1,4.342857142857143,0.8320212018683363,45.0,4.308653846153846,3.572423076923077,8.730232558139534,0.7245941461654184,39.0,4.38737541528239,8.559846153846156,3.472423076923077,0.10742705570291788,6.0
Mitch Clarke,Anton Kuivanen,0,2012-07-21,7.378357142857142,1.1839285714285714,3.3375000000000004,0.9969396301104798,39.0,0.49950000000000006,1.904333333333333,6.941176470588236,0.889512574407562,40.0,3.603676470588236,6.878857142857142,0.7204047619047615,0.10742705570291777,1.0
Court McGee,Nick Ring,0,2012-07-21,4.030369565217391,2.429108695652174,6.9294117647058835,1.1308888949076612,40.0,0.5349999999999999,1.807666666666667,3.7555555555555555,1.149453544320227,46.0,3.173856209150328,3.4953695652173913,0.6214420289855069,0.018564649412565748,6.0
Mauricio Rua,Brandon Vera,1,2012-08-04,15.128684210526316,2.8441578947368416,8.528571428571428,1.2909614883376705,43.0,19.276000000000003,1.0385,4.536363636363637,1.4744445659923804,47.0,3.9922077922077914,4.147315789473687,1.8056578947368416,0.18348307765470984,4.0
Joe Lauzon,Jamie Varner,1,2012-08-04,7.5605,4.574,8.927272727272728,0.9200165531874032,40.0,7.645357142857142,4.506928571428571,6.7272727272727275,0.8510510359460237,40.0,2.2,0.08485714285714163,0.06707142857142845,0.06896551724137945,0.0
Mike Swick,DaMarques Johnson,1,2012-08-04,17.068166666666666,1.7959999999999998,4.342857142857143,1.2767774890721175,45.0,15.7405,2.0439999999999996,6.1,1.1998544121490404,42.0,1.7571428571428562,1.3276666666666657,0.24799999999999978,0.0769230769230771,3.0
Lyoto Machida,Ryan Bader,1,2012-08-04,13.1095,1.8137499999999998,6.550000000000001,1.1839363029409165,46.0,10.064,3.962875,5.764285714285715,1.2485211700352838,41.0,0.7857142857142856,3.0455000000000005,2.149125,0.06458486709436739,5.0
Josh Grispi,Rani Yahya,0,2012-08-04,6.210500000000001,4.3025,3.947368421052632,1.0548328729558696,36.0,2.912578947368421,4.910947368421052,8.14,0.5981372563848133,40.0,4.192631578947369,3.2979210526315796,0.6084473684210518,0.4566956165710563,4.0
John Moraga,Ulysses Gomez,1,2012-08-04,5.7871428571428565,1.8699285714285716,5.346153846153847,0.5446578157882791,40.0,12.7965,0.0,2.928571428571429,0.5847843559148194,41.0,2.417582417582418,7.0093571428571435,1.8699285714285716,0.04012654012654027,1.0
Cole Miller,Nam Phan,0,2012-08-04,0.3225000000000001,2.5753333333333335,6.53125,1.0853368517357098,40.0,0.31000000000000005,0.467,7.710526315789474,0.7135218717694287,41.0,1.1792763157894743,0.012500000000000067,2.1083333333333334,0.3718149799662811,1.0
Philip De Fries,Oli Thompson,1,2012-08-04,15.2745,4.103,3.7333333333333334,1.611940578067132,38.0,12.2795,0.675,5.525925925925926,1.3863091667138132,45.0,1.7925925925925927,2.994999999999999,3.428,0.22563141135331888,7.0
Manvel Gamburyan,Michihiro Omigawa,1,2012-08-04,5.828055555555555,4.107777777777778,5.12,0.5636544977641237,43.0,0.21750000000000003,2.793,6.5062500000000005,0.6516498490831901,49.0,1.3862500000000004,5.610555555555555,1.3147777777777776,0.08799535131906644,6.0
Nik Lentz,Eiji Mitsuoka,1,2012-08-11,5.086954545454546,4.625090909090909,8.936363636363637,0.7206153663245697,40.0,25.199,3.9739999999999998,5.924137931034483,0.7438249153961878,49.0,3.012225705329154,20.112045454545456,0.6510909090909096,0.023209549071618096,9.0
Dustin Pague,Chico Camus,0,2012-08-11,8.469333333333331,3.792666666666667,4.704347826086957,0.9708163014776514,37.0,0.45399999999999996,1.3377142857142859,4.941666666666667,0.5446578157882791,40.0,0.23731884057970998,8.01533333333333,2.454952380952381,0.4261584856893723,3.0
