RedFighter,BlueFighter,Winner,Date,Red_Striking_Score,Red_Grappling_Score,Red_Experience_Score,Red_Physicality_Score,Red_Age,Blue_Striking_Score,Blue_Grappling_Score,Blue_Experience_Score,Blue_Physicality_Score,Blue_Age,Experience_Difference,Striking_Difference,Grappling_Difference,Physicality_Difference,age_Difference
Megan Anderson,Norma Dumont,1,2020-02-29,8.418333333333333,1.1938333333333333,3.3375000000000004,1.012392554653482,35.0,3.2510000000000003,1.558,2.566666666666667,0.6476710692423417,34.0,0.7708333333333335,5.167333333333333,0.36416666666666675,0.36472148541114024,1.0
Grant Dawson,Darrick Minner,1,2020-02-29,5.116954545454546,5.364909090909091,4.773913043478261,0.9584780916489415,30.0,8.831333333333331,5.315666666666667,8.13,0.7245941461654184,34.0,3.3560869565217395,3.7143787878787853,0.049242424242423866,0.2338839454835231,4.0
Luis Pena,Steve Garcia,1,2020-02-29,3.7405,2.5300000000000002,2.5500000000000003,1.246276500137005,31.0,22.877,2.0700000000000003,3.947368421052632,1.1428282242749361,32.0,1.3973684210526316,19.136499999999998,0.45999999999999996,0.10344827586206895,1.0
Brendan Allen,Tom Breese,1,2020-02-29,3.9378333333333337,3.2885000000000004,5.764285714285715,1.2568806000231447,29.0,13.1035,1.1700000000000002,3.16,1.2144402817207571,33.0,2.604285714285715,9.165666666666667,2.1185,0.04244031830238759,4.0
Gabriel Silva,Kyler Phillips,0,2020-02-29,-0.05999999999999994,2.0755,2.16,0.751983410230967,30.0,1.0195,3.64025,2.769230769230769,0.8594104659338848,29.0,0.609230769230769,1.0795,1.56475,0.10742705570291777,1.0
Aalon Cruz,Spike Carlyle,0,2020-02-29,13.228,0.0,2.5333333333333337,1.2431617854227128,35.0,8.546333333333331,3.9509999999999996,2.5500000000000003,0.8359999817091851,31.0,0.016666666666666607,4.681666666666668,3.9509999999999996,0.4071618037135277,4.0
Sean Brady,Ismail Naurdiev,1,2020-02-29,3.7325,4.7250000000000005,3.5882352941176476,0.9810215209023562,32.0,0.8034999999999999,1.6265,4.765217391304349,1.0579445978254332,28.0,1.176982097186701,2.9290000000000003,3.0985000000000005,0.07692307692307698,4.0
Marcin Tybura,Serghei Spivac,1,2020-02-29,8.896833333333332,1.6423095238095238,6.550000000000001,1.5029885256794246,39.0,10.904666666666667,5.2885,4.16,1.5195314244992097,30.0,2.3900000000000006,2.007833333333336,3.646190476190476,0.0165428988197851,9.0
Jordan Griffin,TJ Brown,1,2020-02-29,0.344,3.4944999999999995,5.533333333333334,0.9818885758736412,34.0,0.5705,4.9565,5.7214285714285715,0.9089442787914129,34.0,0.18809523809523743,0.22650000000000003,1.4620000000000006,0.07294429708222827,0.0
Israel Adesanya,Yoel Romero,1,2020-03-07,8.048941176470588,0.2627058823529412,5.577777777777778,1.518153809572216,35.0,14.052038461538462,1.693,3.7444444444444445,1.1109920058586882,47.0,1.833333333333334,6.003097285067874,1.430294117647059,0.40716180371352784,12.0
Beneil Dariush,Drakkar Klose,1,2020-03-07,8.683545454545452,2.999181818181818,5.951724137931035,0.9584780916489415,35.0,5.7605,1.918,3.5647058823529414,0.8470722561051749,36.0,2.3870182555780937,2.923045454545452,1.081181818181818,0.1114058355437666,1.0
Alex Oliveira,Max Griffin,1,2020-03-07,6.488380952380951,3.141428571428572,7.1257142857142854,1.1693504333691995,36.0,3.556176470588235,1.925205882352941,5.931034482758621,1.1693504333691995,39.0,1.1946798029556644,2.9322044817927164,1.216222689075631,0.0,3.0
Neil Magny,Li Jingliang,1,2020-03-07,7.291647058823529,2.686470588235294,8.14,1.461127621698112,37.0,3.649676470588235,1.386205882352941,5.540740740740741,1.011525499682197,36.0,2.5992592592592594,3.6419705882352944,1.300264705882353,0.449602122015915,1.0
Mark Madsen,Austin Hubbard,1,2020-03-07,8.803833333333333,3.0626666666666664,2.9714285714285715,0.889512574407562,40.0,0.6280000000000002,1.741,4.739130434782609,0.9200165531874032,33.0,1.7677018633540378,8.175833333333333,1.3216666666666663,0.030503978779841123,7.0
Rodolfo Vieira,Saparbeg Safarov,1,2020-03-07,0.29400000000000004,5.41757142857143,2.3636363636363638,1.1109920058586882,35.0,6.98,2.7395,2.5500000000000003,1.3377824567870702,38.0,0.1863636363636365,6.686,2.6780714285714295,0.22679045092838201,3.0
Gerald Meerschaert,Deron Winn,1,2020-03-07,5.012954545454545,3.7244999999999995,10.534615384615385,1.2993209183255319,37.0,5.363,4.448,2.14,0.7887108387499353,35.0,8.394615384615385,0.3500454545454552,0.7235000000000009,0.5106100795755966,2.0
Jamall Emmers,Giga Chikadze,0,2020-03-07,8.030857142857142,2.3457142857142856,5.548148148148148,1.02035011433518,35.0,3.183,0.5485,3.7666666666666666,1.089315631576559,36.0,1.7814814814814817,4.847857142857142,1.7972142857142857,0.068965517241379,1.0
Sean O'Malley,Jose Quinonez,1,2020-03-07,13.9995,0.955,3.7888888888888888,0.9628587417959538,30.0,3.413777777777778,3.4680555555555554,2.928571428571429,0.7440258505492694,34.0,0.8603174603174599,10.585722222222222,2.5130555555555554,0.21883289124668437,4.0
Francisco Trinaldo,John Makdessi,1,2020-03-14,4.408153846153846,1.6414615384615385,7.551351351351352,0.8696156853585896,46.0,7.2075,0.0985,5.533333333333334,0.7356664205614083,39.0,2.018018018018018,2.7993461538461535,1.5429615384615385,0.13394926479718128,7.0
Kevin Lee,Charles Oliveira,0,2020-03-14,4.536368421052631,4.2247631578947376,5.338461538461539,1.1388464545893586,32.0,5.134454545454545,5.286515151515151,8.758139534883721,1.0354011685720186,35.0,3.419677996422182,0.598086124401914,1.0617519936204136,0.10344528601734004,3.0
Demian Maia,Gilbert Burns,0,2020-03-14,1.2815384615384617,3.6446923076923077,7.943589743589745,1.084469796764425,47.0,5.9507826086956515,2.6038478260869566,5.757142857142858,0.9425599824408178,38.0,2.1864468864468867,4.6692441471571895,1.040844481605351,0.14190981432360716,9.0
Renato Moicano,Damir Hadzovic,1,2020-03-14,5.172764705882353,2.6059411764705884,4.747826086956522,0.9929608502696311,35.0,6.095555555555555,1.1242777777777777,4.333333333333334,0.8470722561051749,38.0,0.41449275362318794,0.922790849673202,1.4816633986928107,0.1458885941644562,3.0
Johnny Walker,Nikita Krylov,0,2020-03-14,16.135615384615384,1.7262307692307692,5.750000000000001,1.6941445122103498,32.0,7.844944444444446,3.925,7.953846153846155,1.3983885440405888,32.0,2.203846153846154,8.290670940170939,2.198769230769231,0.295755968169761,0.0
Jussier Formiga,Brandon Moreno,0,2020-03-14,6.428,2.59075,6.348387096774194,0.5486365956291284,39.0,2.2766666666666673,2.4114999999999998,6.14,0.7329867282551232,31.0,0.2083870967741941,4.151333333333333,0.17925000000000013,0.18435013262599487,8.0
Mayra Bueno Silva,Maryna Moroz,0,2020-03-14,0.527,2.1763333333333335,2.753846153846154,0.5596757179232745,33.0,0.5160000000000001,1.516181818181818,3.3375000000000004,0.6176021128705078,33.0,0.5836538461538465,0.010999999999999899,0.6601515151515154,0.057926394947233284,0.0
Bruno Silva,David Dvorak,0,2020-03-14,7.832441176470589,3.037823529411764,4.13,0.43723076008536177,34.0,0.5509999999999999,0.895,5.353846153846154,0.5870981340906667,32.0,1.2238461538461545,7.281441176470588,2.142823529411764,0.14986737400530492,2.0
Bruno Silva,David Dvorak,0,2020-03-14,7.827441176470588,1.2623235294117647,6.73939393939394,1.149453544320227,35.0,0.5509999999999999,0.895,5.353846153846154,0.5870981340906667,32.0,1.2238461538461545,7.281441176470588,2.142823529411764,0.14986737400530492,2.0
Amanda Ribas,Randa Markos,1,2020-03-14,5.454454545454546,2.9989545454545454,3.35,0.42615848568937187,31.0,0.4505,1.4434117647058824,4.8916666666666675,0.34525662892544645,39.0,1.5416666666666674,5.003954545454546,1.555542780748663,0.08090185676392542,8.0
Vicente Luque,Niko Price,1,2020-05-09,12.606761904761903,1.9396190476190478,6.5375000000000005,1.1308888949076612,33.0,14.743500000000001,1.540875,4.536363636363637,1.203833191989889,35.0,2.0011363636363635,2.1367380952380977,0.3987440476190478,0.07294429708222783,2.0
Bryce Mitchell,Charles Rosa,1,2020-05-09,5.542000000000001,5.254499999999999,3.7777777777777777,0.8665039604890262,30.0,2.2565769230769233,2.7989615384615383,4.527272727272727,0.7935596634067975,38.0,0.7494949494949497,3.2854230769230774,2.455538461538461,0.07294429708222872,8.0
Ryan Spann,Sam Alvey,1,2020-05-09,6.1852307692307695,2.985653846153846,6.14,1.5442771382050449,33.0,10.224108695652175,0.2847391304347826,10.526923076923078,1.2568806000231447,38.0,4.386923076923078,4.038877926421406,2.7009147157190636,0.28739653818190014,5.0
Anthony Pettis,Donald Cerrone,1,2020-05-09,5.4215,1.9075,6.941176470588236,0.9584780916489415,38.0,11.41281081081081,2.5297972972972973,10.735849056603776,1.1003879059725485,41.0,3.7946725860155395,5.991310810810811,0.6222972972972973,0.14190981432360705,3.0
Aleksei Oleinik,Fabricio Werdum,1,2020-05-09,4.826264705882353,3.928941176470588,15.753846153846155,1.5319027864297627,47.0,7.830857142857142,3.0810714285714282,6.941176470588236,1.4719576307344782,47.0,8.81266968325792,3.0045924369747894,0.8478697478991597,0.05994515569528458,0.0
Uriah Hall,Jacare Souza,1,2020-05-09,9.157,0.761,5.924137931034483,1.341761236627919,40.0,7.747941176470588,4.0443235294117645,7.344444444444445,1.1070132260178394,45.0,1.4203065134099617,1.4090588235294117,3.2833235294117644,0.23474801061007966,5.0
Tony Ferguson,Justin Gaethje,0,2020-05-09,4.946666666666666,1.53225,7.148571428571429,1.146807004115785,41.0,18.219692307692306,0.26173076923076927,5.972413793103449,0.9160377733465545,36.0,1.1761576354679795,13.27302564102564,1.2705192307692306,0.2307692307692305,5.0
Henry Cejudo,Dominick Cruz,1,2020-05-09,9.62257142857143,2.4040000000000004,3.9684210526315793,0.41378712375881876,38.0,8.257,3.0660000000000003,5.771428571428572,0.7055643120877311,39.0,1.803007518796993,1.36557142857143,0.6619999999999999,0.2917771883289123,1.0
Francis Ngannou,Jairzinho Rozenstruik,1,2020-05-09,14.687714285714284,1.2418571428571428,4.17,1.7313039732925959,38.0,16.458928571428572,0.09085714285714286,3.7444444444444445,1.4579965507744226,36.0,0.42555555555555546,1.7712142857142883,1.1509999999999998,0.2733074225181733,2.0
Jeremy Stephens,Calvin Kattar,0,2020-05-09,8.502,1.692,9.519148936170213,0.8704827403298746,38.0,8.066307692307694,0.6545,6.153333333333333,0.9779097960327925,36.0,3.3658156028368795,0.4356923076923067,1.0375,0.10742705570291788,2.0
Greg Hardy,Yorgan De Castro,1,2020-05-09,11.994611111111112,0.3135,2.516666666666667,1.6729455457820852,36.0,6.453,0.07700000000000001,1.9333333333333333,1.2472190926559916,38.0,0.5833333333333337,5.541611111111112,0.2365,0.4257264531260936,2.0
Anthony Smith,Glover Teixeira,0,2020-05-13,10.704166666666667,1.3620833333333333,11.134545454545455,1.3944097641997395,36.0,8.051195652173913,3.195586956521739,8.557142857142857,1.3254442469583605,45.0,2.577402597402598,2.6529710144927545,1.8335036231884059,0.068965517241379,9.0
Ben Rothwell,Ovince Saint Preux,1,2020-05-13,8.200000000000001,1.247875,10.747169811320756,1.5615397102383186,43.0,6.6195,1.8533571428571427,8.720930232558139,1.5137731594252037,41.0,2.026239578762617,1.5805000000000007,0.6054821428571426,0.04776655081311487,2.0
Alexander Hernandez,Drew Dober,0,2020-05-13,9.51707142857143,1.4243571428571429,4.333333333333334,0.9089442787914129,32.0,11.502065217391305,0.9049782608695652,7.93846153846154,0.8125894974844854,36.0,3.6051282051282056,1.9849937888198745,0.5193788819875776,0.09635478130692754,4.0
Ricky Simon,Ray Borg,1,2020-05-13,6.218230769230769,6.40923076923077,4.966666666666668,0.67506033330789,32.0,0.26649999999999996,5.0735,3.7444444444444445,0.37532558529728044,31.0,1.2222222222222232,5.951730769230769,1.3357307692307696,0.2997347480106095,1.0
Andrei Arlovski,Philipe Lins,1,2020-05-13,7.12198148148148,0.7385185185185185,11.321428571428573,1.4510009296658373,46.0,8.829333333333333,1.7025000000000001,4.554545454545455,1.4023673238814376,39.0,6.766883116883118,1.7073518518518522,0.9639814814814817,0.04863360578439968,7.0
Sijara Eubanks,Sarah Moras,1,2020-05-13,5.732,2.332,3.1066666666666665,0.5141538370084389,39.0,5.7315555555555555,1.5622777777777777,2.885714285714286,0.6326200150055032,36.0,0.22095238095238035,0.00044444444444469156,0.7697222222222222,0.11846617799706438,3.0
Gabriel Benitez,Omar Morales,0,2020-05-13,9.102833333333333,1.5530000000000002,6.93529411764706,0.8510510359460237,36.0,4.711666666666666,0.7146666666666667,3.1466666666666665,1.0314223887311695,39.0,3.7886274509803934,4.391166666666667,0.8383333333333335,0.18037135278514582,3.0
Hunter Azure,Brian Kelleher,0,2020-05-13,7.111,3.388,2.3636363636363638,0.759076904786108,32.0,6.19385294117647,2.701235294117647,7.726315789473685,0.5596757179232745,38.0,5.362679425837321,0.91714705882353,0.6867647058823527,0.19940118686283348,6.0
Chase Sherman,Ike Villanueva,1,2020-05-13,10.6805,0.2723333333333333,5.714285714285714,1.5389962809849038,35.0,16.625666666666667,0.7749999999999999,6.5125,1.1755768729530551,40.0,0.7982142857142858,5.945166666666667,0.5026666666666666,0.3634194080318487,5.0
Michael Johnson,Thiago Moises,0,2020-05-13,7.54505172413793,0.740103448275862,8.307317073170733,0.9969396301104798,38.0,5.8857307692307685,3.0229230769230773,4.941666666666667,0.8470722561051749,29.0,3.3656504065040656,1.6593209549071615,2.282819628647215,0.14986737400530492,9.0
Alistair Overeem,Walt Harris,1,2020-05-16,19.515,2.3754999999999997,13.342424242424244,1.6384627871613953,44.0,17.088666666666665,0.5186666666666667,4.71304347826087,1.5350175011440554,41.0,8.629380764163374,2.4263333333333357,1.856833333333333,0.10344528601733982,3.0
Claudia Gadelha,Angela Hill,1,2020-05-16,0.3095,3.873727272727273,4.756521739130435,0.34525662892544645,36.0,2.733576923076923,0.9848461538461539,5.910344827586208,0.3492354087662952,40.0,1.1538230884557725,2.4240769230769232,2.8888811188811188,0.003978779840848767,4.0
Dan Ige,Edson Barboza,1,2020-05-16,4.752666666666666,1.480888888888889,4.941666666666667,0.8015172230884955,33.0,9.736166666666666,0.7466666666666666,7.137142857142857,1.093294411417408,39.0,2.1954761904761897,4.983499999999999,0.7342222222222223,0.2917771883289124,6.0
Krzysztof Jotko,Eryk Anders,1,2020-05-16,5.2675,1.6017500000000002,6.16,1.2993209183255319,35.0,7.753441176470588,1.7697058823529412,4.730434782608696,1.2223978414024548,37.0,1.4295652173913043,2.485941176470588,0.167955882352941,0.0769230769230771,2.0
Song Yadong,Marlon Vera,1,2020-05-16,10.374884615384616,0.9037307692307693,5.742857142857144,0.6671027736261927,27.0,7.786666666666666,1.6501666666666666,6.14,0.7824873890108082,32.0,0.3971428571428559,2.5882179487179497,0.7464358974358972,0.11538461538461542,5.0
Miguel Baeza,Matt Brown,1,2020-05-16,14.918214285714285,2.382,2.753846153846154,1.195875632308192,32.0,13.6945,3.172,9.115555555555556,1.1653716535283507,44.0,6.361709401709402,1.2237142857142853,0.79,0.030503978779841345,12.0
Kevin Holland,Anthony Hernandez,1,2020-05-16,4.198090909090909,1.4581818181818182,7.142857142857143,1.4995891601596507,32.0,9.104833333333334,9.94961111111111,2.769230769230769,1.1879150827817653,31.0,4.373626373626374,4.906742424242425,8.491429292929292,0.31167407737788544,1.0
Giga Chikadze,Irwin Rivera,1,2020-05-16,3.183,0.5485,3.7666666666666666,1.089315631576559,36.0,0.2529999999999998,1.094,3.325,0.5981372563848133,35.0,0.44166666666666643,2.93,0.5455000000000001,0.4911783751917458,1.0
Nate Landwehr,Darren Elkins,1,2020-05-16,9.205833333333333,2.3730555555555553,4.554545454545455,0.9089442787914129,36.0,5.695913793103449,4.084362068965517,7.943589743589745,0.9049654989505646,40.0,3.38904428904429,3.509919540229884,1.711306513409962,0.003978779840848379,4.0
Cortney Casey,Mara Romero Borella,1,2020-05-16,2.2996666666666665,1.0255,4.1,0.6176021128705078,37.0,3.5685000000000002,2.2245000000000004,4.314285714285714,0.6600424311728945,38.0,0.2142857142857144,1.2688333333333337,1.1990000000000003,0.042440318302386704,1.0
Rodrigo Nascimento,Don'Tale Mayes,1,2020-05-16,6.773999999999999,2.05775,2.583333333333334,1.5409201581311287,32.0,6.731000000000001,0.9457500000000001,3.325,1.7383643157458941,33.0,0.7416666666666663,0.04299999999999837,1.1119999999999999,0.19744415761476541,1.0
Tyron Woodley,Gilbert Burns,0,2020-05-30,7.019666666666668,1.6236666666666668,5.540740740740741,1.0234618392047432,42.0,5.9507826086956515,2.6038478260869566,5.757142857142858,0.9425599824408178,38.0,0.21640211640211682,1.0688840579710162,0.9801811594202898,0.08090185676392536,4.0
Blagoy Ivanov,Augusto Sakai,0,2020-05-30,0.3420000000000001,0.9109999999999999,5.152,1.1742747955737634,38.0,14.63438888888889,0.34600000000000003,4.545454545454546,1.4885954131560906,33.0,0.6065454545454543,14.292388888888889,0.565,0.3143206175823272,5.0
Billy Quarantillo,Spike Carlyle,1,2020-05-30,8.7645,2.6574999999999998,4.756521739130435,0.8665039604890262,36.0,8.546333333333331,3.9509999999999996,2.5500000000000003,0.8359999817091851,31.0,2.206521739130435,0.21816666666666862,1.2934999999999999,0.030503978779841123,5.0
Roosevelt Roberts,Brok Weaver,1,2020-05-30,2.9604999999999997,2.4855,3.5411764705882356,1.1348706645932385,31.0,0.7394999999999999,0.9743333333333334,4.342857142857143,1.065905147351859,33.0,0.8016806722689078,2.2209999999999996,1.5111666666666665,0.06896551724137945,2.0
Mackenzie Dern,Hannah Cifers,1,2020-05-30,2.1832142857142856,2.2667142857142855,3.5529411764705885,0.34525662892544645,31.0,7.747857142857144,0.8811428571428571,3.51764705882353,0.20334681460183862,32.0,0.0352941176470587,5.564642857142858,1.3855714285714282,0.14190981432360783,1.0
Chris Gutierrez,Vince Morales,1,2020-05-30,7.311999999999999,0.5873333333333334,5.548148148148148,0.7015855322468822,33.0,6.115555555555555,0.24150000000000002,3.7222222222222223,0.8169701476314977,34.0,1.825925925925926,1.1964444444444444,0.3458333333333333,0.11538461538461542,1.0
Daniel Rodriguez,Gabe Green,1,2020-05-30,7.4670000000000005,0.8996666666666666,4.361904761904762,1.161392873687502,38.0,10.687999999999999,1.258,3.3375000000000004,1.0194830593638944,31.0,1.024404761904762,3.2209999999999983,0.3583333333333334,0.14190981432360772,7.0
Jamahal Hill,Klidson Abreu,1,2020-05-30,18.170166666666663,0.073,2.7846153846153845,1.509794379584355,33.0,6.49,0.75,3.9578947368421056,1.1795556527939044,32.0,1.173279352226721,11.680166666666663,0.677,0.3302387267904505,1.0
Tim Elliott,Brandon Royval,0,2020-05-30,0.624,4.947000000000001,6.91764705882353,0.579140574408969,38.0,3.119,3.224,4.342857142857143,0.7250291685734253,32.0,2.5747899159663863,2.495,1.7230000000000008,0.1458885941644562,6.0
Louis Smolka,Casey Kenney,0,2020-05-30,8.077441176470588,3.648029411764706,5.330769230769231,0.7400470707084206,33.0,0.6829999999999999,1.63475,4.352380952380953,0.6710815534670416,33.0,0.9783882783882785,7.394441176470588,2.013279411764706,0.068965517241379,0.0
Katlyn Chookagian,Antonina Shevchenko,1,2020-05-30,2.2110000000000003,0.6465000000000001,4.756521739130435,0.7250291685734253,36.0,3.8385000000000007,0.9772500000000001,2.942857142857143,0.6520848714911974,40.0,1.8136645962732922,1.6275000000000004,0.33075,0.07294429708222783,4.0
Neil Magny,Anthony Rocco Martin,1,2020-06-06,7.291647058823529,2.686470588235294,8.14,1.461127621698112,37.0,2.365576923076923,1.9146538461538463,4.747826086956522,1.0884485766052736,35.0,3.3921739130434787,4.926070135746606,0.7718167420814479,0.37267904509283833,2.0
Amanda Nunes,Felicia Spencer,1,2020-06-06,10.654222222222222,3.6346666666666665,5.764285714285715,0.7440258505492694,36.0,8.618333333333332,1.4756666666666665,2.5500000000000003,0.6516498490831901,34.0,3.214285714285715,2.0358888888888895,2.159,0.09237600146607927,2.0
Raphael Assuncao,Cody Garbrandt,0,2020-06-06,7.191947368421053,2.025973684210526,7.747368421052632,0.5251929593025849,42.0,17.004666666666665,1.2756666666666665,3.7444444444444445,0.5901796967031157,33.0,4.002923976608187,9.812719298245613,0.7503070175438595,0.06498673740053074,9.0
Aljamain Sterling,Cory Sandhagen,1,2020-06-06,5.773904761904761,2.8986190476190474,5.57037037037037,0.786466168851657,35.0,4.568928571428572,1.809214285714286,4.361904761904762,0.8859356648728771,32.0,1.208465608465608,1.2049761904761898,1.0894047619047613,0.09946949602122013,3.0
Eddie Wineland,Sean O'Malley,0,2020-06-06,12.946,0.5755,8.317073170731708,0.7095430919285799,40.0,13.9995,0.955,3.7888888888888888,0.9628587417959538,30.0,4.52818428184282,1.0534999999999997,0.37949999999999995,0.25331564986737387,10.0
Evan Dunham,Herbert Burns,0,2020-06-06,6.85335294117647,2.9779117647058824,5.7285714285714295,0.8815550147258648,43.0,16.505166666666668,7.434166666666666,3.1466666666666665,0.9474058172529513,37.0,2.581904761904763,9.651813725490197,4.456254901960784,0.06585080252708642,6.0
Ian Heinisch,Gerald Meerschaert,1,2020-06-06,7.696857142857142,1.8045,3.947368421052632,1.0380477087764604,36.0,5.012954545454545,3.7244999999999995,10.534615384615385,1.2993209183255319,37.0,6.5872469635627535,2.6839025974025965,1.9199999999999995,0.2612732095490715,1.0
Cody Stamann,Brian Kelleher,1,2020-06-06,2.525714285714286,2.5280714285714283,5.750000000000001,0.4827526410001978,35.0,6.19385294117647,2.701235294117647,7.726315789473685,0.5596757179232745,38.0,1.9763157894736842,3.668138655462184,0.17316386554621888,0.0769230769230767,3.0
Charles Byrd,Maki Pitolo,0,2020-06-06,19.4055,4.1775,3.51764705882353,1.0420264886173092,41.0,8.939333333333332,3.168,4.5181818181818185,1.1189495655403863,34.0,1.0005347593582887,10.466166666666668,1.0095,0.0769230769230771,7.0
Jussier Formiga,Alex Perez,0,2020-06-06,6.428,2.59075,6.348387096774194,0.5486365956291284,39.0,9.215833333333332,4.3454999999999995,6.35483870967742,0.5061962773267408,32.0,0.006451612903226156,2.7878333333333325,1.7547499999999996,0.04244031830238759,7.0
Alonzo Menifield,Devin Clark,0,2020-06-06,12.221961538461539,1.0592307692307692,3.7555555555555555,1.256478729716981,37.0,6.36185294117647,2.6036176470588237,4.527272727272727,1.2180171912554427,34.0,0.7717171717171718,5.860108597285069,1.5443868778280545,0.038461538461538325,3.0
Alex Caceres,Chase Hooper,1,2020-06-06,2.519137931034483,1.5035862068965518,7.12,0.9818885758736412,36.0,8.3325,3.7830000000000004,3.5529411764705885,1.1388494444340873,25.0,3.5670588235294116,5.8133620689655165,2.2794137931034486,0.1569608685604461,11.0
Jessica Eye,Cynthia Calvillo,0,2020-06-13,2.1596666666666664,1.1969999999999998,5.315384615384615,0.5446578157882791,38.0,2.7398333333333333,2.8055000000000003,3.3125,0.3837181673869848,37.0,2.002884615384615,0.5801666666666669,1.6085000000000005,0.16093964840129432,1.0
Karl Roberson,Marvin Vettori,0,2020-06-13,5.4670000000000005,1.447,3.12,1.214038411414594,34.0,0.678,2.3322142857142856,5.540740740740741,1.149453544320227,31.0,2.420740740740741,4.789000000000001,0.8852142857142855,0.06458486709436695,3.0
Charles Rosa,Kevin Aguilar,1,2020-06-13,2.2565769230769233,2.7989615384615383,4.527272727272727,0.7935596634067975,38.0,4.593166666666666,0.262,4.554545454545455,0.8934913542484109,36.0,0.027272727272727337,2.3365897435897427,2.5369615384615383,0.09993169084161335,2.0
Andre Fili,Charles Jourdain,1,2020-06-13,8.443045454545453,2.682227272727273,6.5375000000000005,1.0548328729558696,34.0,4.552428571428571,0.7424285714285714,4.536363636363637,0.7935596634067975,29.0,2.0011363636363635,3.8906168831168824,1.9397987012987015,0.26127320954907207,5.0
Jordan Espinosa,Mark De La Rosa,1,2020-06-13,0.8034999999999999,1.1453333333333333,4.925000000000001,0.6600424311728945,35.0,3.7459285714285713,0.8709285714285715,3.3375000000000004,0.5212141794617362,30.0,1.5875000000000004,2.9424285714285716,0.2744047619047618,0.1388282517111583,5.0
Merab Dvalishvili,Gustavo Lopez,1,2020-06-13,2.842576923076923,6.982,4.16,0.6365987948463516,34.0,0.20499999999999996,2.5324999999999998,3.9263157894736844,0.5636544977641237,35.0,0.23368421052631572,2.637576923076923,4.4495000000000005,0.07294429708222794,1.0
Julia Avila,Gina Mazany,1,2020-06-13,5.379499999999999,1.0395,2.5500000000000003,0.6710815534670416,36.0,9.9545,4.682250000000001,2.707692307692308,0.6215808927113562,36.0,0.15769230769230758,4.575,3.6427500000000004,0.04950066075568538,0.0
Tyson Nam,Zarrukh Adashev,1,2020-06-13,6.6355,0.11825000000000001,7.316666666666666,0.6560636513320461,41.0,13.1325,0.6,1.7000000000000002,0.47171351870605127,32.0,5.616666666666666,6.497,0.48174999999999996,0.18435013262599487,9.0
Anthony Ivy,Christian Aguilera,0,2020-06-13,12.600000000000001,4.82,2.5333333333333337,1.2184190615616064,35.0,8.508333333333333,0.1433333333333333,4.527272727272727,0.9465387622816662,33.0,1.9939393939393937,4.091666666666669,4.676666666666667,0.2718802992799402,2.0
Mariya Agapova,Hannah Cifers,1,2020-06-13,4.949166666666667,1.8443333333333334,2.942857142857143,0.6215808927113562,27.0,7.747857142857144,0.8811428571428571,3.51764705882353,0.20334681460183862,32.0,0.5747899159663867,2.798690476190477,0.9631904761904763,0.41823407810951757,5.0
Curtis Blaydes,Alexander Volkov,1,2020-06-20,13.293,6.0425,4.361904761904762,1.6384627871613953,33.0,8.8325,0.8887499999999999,9.557446808510639,1.7193676337700494,36.0,5.195542046605876,4.4605,5.1537500000000005,0.08090484660865416,3.0
Belal Muhammad,Lyman Good,1,2020-06-20,4.929666666666666,2.339388888888889,5.376923076923077,1.0155042795230458,36.0,13.424000000000001,0.5366666666666667,5.555555555555556,1.1269101150668124,39.0,0.17863247863247889,8.494333333333335,1.8027222222222226,0.1114058355437666,3.0
Josh Emmett,Shane Burgos,1,2020-06-20,9.410571428571428,1.139357142857143,4.563636363636364,0.7285729260062672,39.0,7.839181818181817,1.0097272727272728,3.7666666666666666,1.093294411417408,33.0,0.7969696969696978,1.5713896103896108,0.12962987012987015,0.3647214854111407,6.0
Raquel Pennington,Marion Reneau,1,2020-06-20,2.0127894736842102,1.6729736842105265,4.925000000000001,0.6326200150055032,36.0,6.692500000000001,1.606166666666667,3.7,0.6365987948463516,47.0,1.2250000000000005,4.679710526315791,0.06680701754385954,0.003978779840848379,11.0
Jim Miller,Roosevelt Roberts,1,2020-06-20,5.027263157894737,3.564605263157895,10.735849056603776,0.8510510359460237,41.0,2.9604999999999997,2.4855,3.5411764705882356,1.1348706645932385,31.0,7.194672586015541,2.066763157894737,1.0791052631578948,0.28381962864721477,10.0
Roxanne Modafferi,Lauren Murphy,0,2020-06-20,2.2023333333333333,1.5145000000000002,9.308695652173913,0.6945251897935845,42.0,5.742642857142857,1.2365000000000002,4.545454545454546,0.5486365956291284,41.0,4.763241106719367,3.540309523809524,0.278,0.1458885941644561,1.0
Austin Hubbard,Max Rohskopf,1,2020-06-20,0.6280000000000002,1.741,4.739130434782609,0.9200165531874032,33.0,-0.31999999999999995,4.5495,1.366666666666667,1.023464829049472,30.0,3.372463768115942,0.9480000000000002,2.8085,0.10344827586206873,3.0
Frank Camacho,Justin Jaynes,0,2020-06-20,14.978214285714284,1.2652142857142858,6.5375000000000005,0.9969396301104798,35.0,6.4665,1.9300000000000002,4.9333333333333345,0.6861326077038801,35.0,1.604166666666666,8.511714285714284,0.6647857142857143,0.31080702240659974,0.0
